Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
JugendSuchtBeratung Stadt und Landkreis München;Schillerstraße 37;80336;München;jugendsuchtberatung.lkmuc@condrobs.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6276&cHash=400bad20ae809bb248546f80f6124995
jugendsuchtberatung.lkmuc(at)condrobs.de;Schillerstraße 37;80336;München;jugendsuchtberatung.lkmuc@condrobs.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kajal - Frauenperspektiven e. V.;Haubachstraße 78;22765;Hamburg;kajal@frauenperspektiven.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5581&cHash=a4fb0ebfffdb9a0d4a54b4e42fbcbeb5
kajal(at)frauenperspektiven.de;Haubachstraße 78;22765;Hamburg;kajal@frauenperspektiven.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kathi 2.0;Brudergasse 215;86899;Landsberg;Kathi.2.0@caritas-landsberg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5936&cHash=d559cf841049ec585c4d861db2e92f21
Kathi.2.0(at)caritas-landsberg.de;Brudergasse 215;86899;Landsberg;Kathi.2.0@caritas-landsberg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
kbo-Heckscher-Klinikum gGmbH;Deisenhofenerstr. 28;81539;München;info.hek-mdh@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5546&cHash=6b8394c9cf80cb5c3f660db3d55549b7
info.hek-mdh(at)kbo.de;Deisenhofenerstr. 28;81539;München;info.hek-mdh@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/
kbo-Inn-Salzach-Klinikum gGmbH;Gabersee 7;83512;Wasserburg a. Inn;ISK-WBG-Suchtmedizin@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5426&cHash=744fa920bcd16350ce2a39175b55cd4e
ISK-WBG-Suchtmedizin(at)kbo.de;Gabersee 7;83512;Wasserburg a. Inn;ISK-WBG-Suchtmedizin@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/
KIM Soziale Arbeit e.V. - B2. Streetwork;Busdorfwall 2;33098;Paderborn;b2.streetwork@kim-paderborn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5621&cHash=d3ac2a6a107b43475ef7242818890ae3
b2.streetwork(at)kim-paderborn.de;Busdorfwall 2;33098;Paderborn;b2.streetwork@kim-paderborn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kinderhaus der Villa Maria des Therapieverbundes der Ludwigsmühle;Vogesenstr. 18;76831;Billigheim-Ingenheim;kristina.bauer@ludwigsmuehle.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5055&cHash=d7122a354f8a63f38b5e8076814d596e
kristina.bauer(at)ludwigsmuehle.de;Vogesenstr. 18;76831;Billigheim-Ingenheim;kristina.bauer@ludwigsmuehle.de;https://www.dhs.de/service/suchthilfeverzeichnis/
KIRINUS Fachambulanz;Landshuter Allee 45;80637;München;fachambulanz@kirinus.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6164&cHash=6a4d1a2d5ad84d1f3260a87d9658e512
fachambulanz(at)kirinus.de;Landshuter Allee 45;80637;München;fachambulanz@kirinus.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Klinik ""Schloß Falkenhof""";Nibelungenstr. 109;64625;Bensheim;falkenhof@caritas-bergstrasse.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4798&cHash=703c0ab75f5fc1be69624dc2e3972871
falkenhof(at)caritas-bergstrasse.de;Nibelungenstr. 109;64625;Bensheim;falkenhof@caritas-bergstrasse.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik Brilon Wald;Friedrich-Köster-Weg 2;59929;Brilon-Wald;info@reha-kbw.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5059&cHash=5bdf4005ad397a9a954c3c30f22f5ce6
info(at)reha-kbw.de;Friedrich-Köster-Weg 2;59929;Brilon-Wald;info@reha-kbw.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik für Abhängigkeitserkrankungen, Helios Kliniken Schwerin;Wismarsche Straße 393-397;19049;Schwerin;markus.stuppe@helios-kliniken.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4305&cHash=709e72443945e4b459d406ea742a3246
markus.stuppe(at)helios-kliniken.de;Wismarsche Straße 393-397;19049;Schwerin;markus.stuppe@helios-kliniken.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik für Psychiatrie und Psychosomatik;Hauptstraße 9;88529;Zwiefalten;station.3031@zfp-zentrum.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5439&cHash=9387eaa85086d74ba90f8138b987f12d
station.3031(at)zfp-zentrum.de;Hauptstraße 9;88529;Zwiefalten;station.3031@zfp-zentrum.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik für Psychiatrie und Psychosomatik Reutlingen - PP.rt;Wörthstr. 52/1;72764;Reutlingen;info@pprt.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5650&cHash=e6e16223173dccfede9a4bcff93e35c0
info(at)pprt.de;Wörthstr. 52/1;72764;Reutlingen;info@pprt.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik für Psychiatrie und Psychotherapie der LMU München;Nußbaumstraße 7;80336;München;ml-psy-info@med.uni-muenchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5625&cHash=9273b60ad55779a70b7559c794cd28ef
ml-psy-info(at)med.uni-muenchen.de;Nußbaumstraße 7;80336;München;ml-psy-info@med.uni-muenchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik für Suchtmedizin und Psychotherapie;Ringstraße 1;85540;Haar;kontakt.iak@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6282&cHash=fe6d9f7a20551150798166d55044dd07
kontakt.iak(at)kbo.de;Ringstraße 1;85540;Haar;kontakt.iak@kbo.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik Hohe Mark;Borsigallee 19;60388;Frankfurt;pia@hohemark.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6039&cHash=d09a62e3e1a5058804d699783fd39ee8
pia(at)hohemark.de;Borsigallee 19;60388;Frankfurt;pia@hohemark.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik Neumühle;Neumühle 3;97618;Hollstadt;stk@saaletalklinik.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5318&cHash=f1f9a3069cbf06defd45a7cf8ca8aa19
stk(at)saaletalklinik.de;Neumühle 3;97618;Hollstadt;stk@saaletalklinik.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinik Psychosoziale Behandlung und Rehabilitation St. Martin GmbH;Sternenstraße 1;53881;Euskirchen;sekretariat@klinik-st-martin.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4048&cHash=08e14deaf791fa4614bd96b6a4151645
sekretariat(at)klinik-st-martin.de;Sternenstraße 1;53881;Euskirchen;sekretariat@klinik-st-martin.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinikum Bremen-Ost;Züricherstraße 40;28325;Bremen;info@gesundheitnord.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4216&cHash=8655cc083d190ba6725735cf129d6df5
info(at)gesundheitnord.de;Züricherstraße 40;28325;Bremen;info@gesundheitnord.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinikum Ernst von Bergmann gemeinnützige GmbH;In der Aue 59/61;14480;Potsdam;yvonne.schmidt@klinikumevb.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4971&cHash=5b83ae1aa6bbea5fb10b01b3b1dfcbf2
yvonne.schmidt(at)klinikumevb.de;In der Aue 59/61;14480;Potsdam;yvonne.schmidt@klinikumevb.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Klinikum Hanau;Julius-Leber-Str. 2a;63456;Hanau;psychiatrie_psychotherapie@klinikum-hanau.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5051&cHash=ba0695c1bc81e0abe2bace47658e0f09
psychiatrie_psychotherapie(at)klinikum-hanau.de;Julius-Leber-Str. 2a;63456;Hanau;psychiatrie_psychotherapie@klinikum-hanau.de;https://www.dhs.de/service/suchthilfeverzeichnis/
KOKON;Galvanistr. 14;10587;Berlin;mail@kokon.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4360&cHash=43b77edd46900128302da05e70b184ac
mail(at)kokon.de;Galvanistr. 14;10587;Berlin;mail@kokon.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Komet e.V.;Bismarckstr. 4a;33330;Gütersloh;info@kometev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5333&cHash=84c249b40a45a88caa2a78c54203807c
info(at)kometev.de;Bismarckstr. 4a;33330;Gütersloh;info@kometev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kompass City;Obstmarkt 5;86152;Augsburg;city@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4430&cHash=c8ea791c77fc3e315990a070101365ce
city(at)kompass-augsburg.de;Obstmarkt 5;86152;Augsburg;city@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kompass Direkt;Ahornerstr. 7;86154;Augsburg;direkt@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5350&cHash=6bb4d2056bcc49e547c4de9788333e30
direkt(at)kompass-augsburg.de;Ahornerstr. 7;86154;Augsburg;direkt@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kompass Drogenhilfe Soziotherapie Kloster Lohhof;Lohhof 1 (Eingang Nord);87719;Mindelheim;soziotherapie@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5319&cHash=451fcfe257b32c38a7b37c2dc4a0909c
soziotherapie(at)kompass-augsburg.de;Lohhof 1 (Eingang Nord);87719;Mindelheim;soziotherapie@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kompass Impuls;Klosterwald;87724;Ottobeuren;impuls@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5438&cHash=98c2cc40b190e843663dbbc2813ad1b6
impuls(at)kompass-augsburg.de;Klosterwald;87724;Ottobeuren;impuls@kompass-augsburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
KPB Fachambulanz für Suchterkrankungen;Münchner Strasse 33;85221;Dachau;info@kpb-fachambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5965&cHash=8141eb5c47e09c679a5bd8c551dbc311
info(at)kpb-fachambulanz.de;Münchner Strasse 33;85221;Dachau;info@kpb-fachambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
KPB Fachambulanz für Suchterkrankungen;Machtlfinger Strasse 11;81379;München;info@kpb-fachambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5966&cHash=f324834edc51dc25c47c4d35cc995ba3
info(at)kpb-fachambulanz.de;Machtlfinger Strasse 11;81379;München;info@kpb-fachambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kreis Plön;Hamburger Straße 17 -18;24326;Plön;sozialpsychiatrischer.dienst@kreis-ploen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5252&cHash=d3fe414a19aab0fd3f3b9d9355600c28
sozialpsychiatrischer.dienst(at)kreis-ploen.de;Hamburger Straße 17 -18;24326;Plön;sozialpsychiatrischer.dienst@kreis-ploen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kreis Unna;Roggenmarkt 18-20;44532;Lünen;spdi@kreis-unna.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6092&cHash=47e01233a2fa30d37de513b61af653a9
spdi(at)kreis-unna.de;Roggenmarkt 18-20;44532;Lünen;spdi@kreis-unna.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kreisausschuss des Schwalm-Eder-Kreises Gesundheitsamt;Hans-Scholl-Straße 5;34576;Homberg (Efze);suchtberatung@schwalm-eder-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5049&cHash=51e80c5d39247e6842b6a2487918d3bc
suchtberatung(at)schwalm-eder-kreis.de;Hans-Scholl-Straße 5;34576;Homberg (Efze);suchtberatung@schwalm-eder-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kreisgesundheitsamt Heinsberg, Nebenstelle Erkelenz;Atelierstraße 5;41812;Erkelenz;gesundheitsamt.erkelenz@kreis-heinsberg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5594&cHash=6bf64a673947f7a42203b55516b30d74
gesundheitsamt.erkelenz(at)kreis-heinsberg.de;Atelierstraße 5;41812;Erkelenz;gesundheitsamt.erkelenz@kreis-heinsberg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Kreisverwaltung Rhein-Pfalz-Kreis;Europaplatz 5;67063;Ludwigshafen;dennis.tamke@rheinpfalzkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4002&cHash=409f03e2c94a379357f0029186e866ec
dennis.tamke(at)rheinpfalzkreis.de;Europaplatz 5;67063;Ludwigshafen;dennis.tamke@rheinpfalzkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
LAGAYA - Verein zur Hilfe suchtmittelabhängiger Frauen e.V.;Neckarstraße 227;70190;Stuttgart;kontakt@lagaya.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4005&cHash=eb747197e224c9705720aea799ae81f2
kontakt(at)lagaya.de;Neckarstraße 227;70190;Stuttgart;kontakt@lagaya.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Land in Sicht - PROWO gGmbH;Am Holzmarkt 4a;15230;Frankfurt (O.);inFFO@lis-prowo.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5532&cHash=2f4fdd72dff42cdd35f4785f22f9d3d5
inFFO(at)lis-prowo.de;Am Holzmarkt 4a;15230;Frankfurt (O.);inFFO@lis-prowo.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landesamt für zentrale Aufgaben und Technik der Polizei (LPBK MV);Parkweg 12;19061;Schwerin;lpbk@polmv.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6050&cHash=9459e64eceb52b3405453c858662479f
lpbk(at)polmv.de;Parkweg 12;19061;Schwerin;lpbk@polmv.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landkreis Oberspreewald-Lausitz / Gesundheitsamt;Großenhainer Straße 62;01968;Senftenberg;suchtberatung@osl-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5916&cHash=0923f2efb025a79b90cfbe14fc2e9ab5
suchtberatung(at)osl-online.de;Großenhainer Straße 62;01968;Senftenberg;suchtberatung@osl-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Bamberg;Ludwigstraße 25;96052;Bamberg;gesundheitsamt@lra-ba.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5940&cHash=1327998aad7cb4a944f31ca4c64262d3
gesundheitsamt(at)lra-ba.bayern.de;Ludwigstraße 25;96052;Bamberg;gesundheitsamt@lra-ba.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Ebersberg;Eichthalstraße 5;85560;Ebersberg;suchtberatung@lra-ebe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4200&cHash=5bc7f1cf3ee19b534d496f4ad6fbb828
suchtberatung(at)lra-ebe.de;Eichthalstraße 5;85560;Ebersberg;suchtberatung@lra-ebe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Gesundheitsamt Main-Spessart;Gemündener Straße 15-17;97753;Karlstadt;gesundheitsamt@Lramsp.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5478&cHash=00ead0e318c707640c92f86a51784eaf
gesundheitsamt(at)Lramsp.de;Gemündener Straße 15-17;97753;Karlstadt;gesundheitsamt@Lramsp.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Hof;Theaterstraße 8;95028;Hof;praevention@landkreis-hof.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6140&cHash=12a1891403489f3ae1d842535f0c3338
praevention(at)landkreis-hof.de;Theaterstraße 8;95028;Hof;praevention@landkreis-hof.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Kulmbach;Konrad-Adenauer-Str. 5;95326;Kulmbach;gesundheitsamt@landkreis-kulmbach.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4347&cHash=32363580684080f7a45551bded609062
gesundheitsamt(at)landkreis-kulmbach.de;Konrad-Adenauer-Str. 5;95326;Kulmbach;gesundheitsamt@landkreis-kulmbach.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Lichtenfels;Gabelsberger Straße 24;96215;Lichtenfels;praevention@landkreis-lichtenfels.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6175&cHash=59c5424ff494047fd5281ece1b389d95
praevention(at)landkreis-lichtenfels.de;Gabelsberger Straße 24;96215;Lichtenfels;praevention@landkreis-lichtenfels.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Oberallgäu;Oberallgäuer Platz 2;87527;Sonthofen;infosucht@lra-oa.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3962&cHash=f525707bd6aef90a49aab0009da33e5e
infosucht(at)lra-oa.bayern.de;Oberallgäuer Platz 2;87527;Sonthofen;infosucht@lra-oa.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Oberallgäu;Sandstraße 10;87439;Kempten (Allgäu);infosucht@lra-oa.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3965&cHash=64e934f7bbb5cd96c5c4254313f24752
infosucht(at)lra-oa.bayern.de;Sandstraße 10;87439;Kempten (Allgäu);infosucht@lra-oa.bayern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Regen;Poschetsrieder Straße 16;94209;Regen;gesundheitswesen@lra.landkreis-regen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4329&cHash=66470c4ccc3503c2b16f92b651e8d37d
gesundheitswesen(at)lra.landkreis-regen.de;Poschetsrieder Straße 16;94209;Regen;gesundheitswesen@lra.landkreis-regen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Regensburg / Gesundheitsamt für Stadt und Landkreis Regensburg;Altmühlstr. 3;93059;Regensburg;sozialdienst@lra-regensburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4286&cHash=db5c8b2ae059f471efde51e09b391c4a
sozialdienst(at)lra-regensburg.de;Altmühlstr. 3;93059;Regensburg;sozialdienst@lra-regensburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Landratsamt Wunsiedel;Jean-Paul Str. 9;95632;Wunsiedel;praevention@landkreis-wunsiedel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4178&cHash=8f20ef4932a8e0a78a70590387ee65dc
